Content ID,Content Type,content category,ReactionType,Sentiment,Score,Date,Hour,Minute,Second,Weekday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,negative,5,2020-10-27,13,9,42,Tuesday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,intrigued,positive,45,2020-10-09,18,49,31,Friday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,indifferent,neutral,20,2021-04-16,17,35,50,Friday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,want,positive,70,2020-09-12,11,38,11,Saturday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,2021-03-29,0,56,24,Monday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,adore,positive,72,2020-11-13,5,25,12,Friday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,intrigued,positive,45,2020-08-26,4,52,31,Wednesday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,negative,5,2020-08-12,0,45,5,Wednesday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,negative,5,2021-02-28,0,45,9,Sunday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,scared,negative,15,2021-01-15,7,43,51,Friday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,scared,negative,15,2020-11-27,0,57,16,Friday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,peeking,neutral,35,2021-01-31,17,48,28,Sunday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,intrigued,positive,45,2020-11-28,22,18,31,Saturday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,disgust,negative,0,2021-03-21,5,38,15,Sunday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,negative,12,2021-01-28,17,51,45,Thursday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,negative,12,2020-10-19,1,0,10,Monday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,scared,negative,15,2021-02-17,8,10,0,Wednesday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,2021-01-03,15,8,4,Sunday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,cherish,positive,70,2020-09-29,23,57,33,Tuesday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,negative,12,2021-06-09,0,56,16,Wednesday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,2020-07-24,18,15,31,Friday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,cherish,positive,70,2020-08-26,0,16,21,Wednesday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,super love,positive,75,2020-08-08,12,55,27,Saturday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,interested,positive,30,2021-03-17,16,10,51,Wednesday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,cherish,positive,70,2021-06-08,11,4,22,Tuesday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,2020-12-28,14,9,33,Monday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,heart,positive,60,2020-07-05,16,53,35,Sunday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,love,positive,65,2021-01-10,19,40,1,Sunday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,adore,positive,72,2021-03-16,1,35,4,Tuesday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,heart,positive,60,2020-11-28,15,28,48,Saturday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,interested,positive,30,2020-11-07,2,14,53,Saturday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,2020-08-27,18,14,27,Thursday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,2020-07-03,22,29,54,Friday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,negative,5,2021-01-24,2,11,57,Sunday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,2020-10-02,20,6,53,Friday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,heart,positive,60,2021-05-11,9,55,6,Tuesday
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,negative,12,2021-06-18,5,33,36,Friday
678dd299-afc6-4e35-890d-38a016cfdeff,video,public speaking,adore,positive,72,2021-03-23,23,56,53,Tuesday
678dd299-afc6-4e35-890d-38a016cfdeff,video,public speaking,hate,negative,5,2021-02-24,9,30,7,Wednesday
678dd299-afc6-4e35-890d-38a016cfdeff,video,public speaking,adore,positive,72,2020-09-07,23,47,53,Monday
678dd299-afc6-4e35-890d-38a016cfdeff,video,public speaking,indifferent,neutral,20,2020-12-28,14,4,18,Monday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,like,positive,50,2020-08-01,5,27,20,Saturday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,super love,positive,75,2020-08-01,14,45,3,Saturday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,want,positive,70,2020-10-08,22,55,20,Thursday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,want,positive,70,2020-09-24,6,42,58,Thursday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,dislike,negative,10,2021-05-15,16,49,36,Saturday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,heart,positive,60,2020-07-06,8,29,37,Monday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,peeking,neutral,35,2021-04-02,22,33,59,Friday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,cherish,positive,70,2021-02-06,8,9,28,Saturday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,want,positive,70,2021-06-12,19,18,10,Saturday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,hate,negative,5,2021-04-14,23,36,27,Wednesday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,like,positive,50,2021-01-24,16,20,36,Sunday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,interested,positive,30,2020-11-03,21,1,4,Tuesday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,heart,positive,60,2020-08-28,5,28,15,Friday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,super love,positive,75,2020-06-24,2,2,9,Wednesday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,peeking,neutral,35,2020-11-20,9,5,26,Friday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,indifferent,neutral,20,2020-09-25,10,17,10,Friday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,scared,negative,15,2020-11-17,4,58,28,Tuesday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,adore,positive,72,2021-05-23,22,47,47,Sunday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,indifferent,neutral,20,2020-11-01,6,50,55,Sunday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,worried,negative,12,2021-01-12,13,52,52,Tuesday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,adore,positive,72,2021-03-25,15,22,43,Thursday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,peeking,neutral,35,2020-06-22,0,51,7,Monday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,love,positive,65,2021-02-19,0,7,41,Friday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,heart,positive,60,2020-07-10,8,13,41,Friday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,heart,positive,60,2020-10-01,13,56,40,Thursday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,intrigued,positive,45,2021-01-10,9,10,47,Sunday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,disgust,negative,0,2021-04-05,19,56,29,Monday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,indifferent,neutral,20,2020-11-15,3,55,54,Sunday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,intrigued,positive,45,2021-01-19,16,38,13,Tuesday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,dislike,negative,10,2020-10-23,19,44,44,Friday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,adore,positive,72,2021-05-23,14,8,9,Sunday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,scared,negative,15,2021-06-03,15,39,28,Thursday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,interested,positive,30,2020-12-13,2,50,53,Sunday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,like,positive,50,2021-06-06,16,17,34,Sunday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,dislike,negative,10,2021-02-17,13,51,35,Wednesday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,worried,negative,12,2020-10-29,5,19,53,Thursday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,peeking,neutral,35,2020-12-20,23,8,41,Sunday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,dislike,negative,10,2021-01-07,1,4,9,Thursday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,hate,negative,5,2020-06-24,16,51,36,Wednesday
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,love,positive,65,2020-08-05,7,8,0,Wednesday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,adore,positive,72,2021-05-21,0,29,41,Friday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,interested,positive,30,2021-04-05,16,31,42,Monday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,negative,5,2020-11-15,11,42,7,Sunday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,negative,5,2021-04-18,9,19,26,Sunday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,neutral,35,2021-04-21,6,4,14,Wednesday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,neutral,35,2020-10-01,5,3,51,Thursday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,dislike,negative,10,2021-01-11,17,13,12,Monday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,heart,positive,60,2020-11-23,4,21,7,Monday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,neutral,35,2021-04-05,7,52,48,Monday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,cherish,positive,70,2021-03-14,1,17,10,Sunday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,interested,positive,30,2020-12-25,0,23,53,Friday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,negative,5,2020-09-15,22,44,21,Tuesday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,intrigued,positive,45,2021-06-01,17,32,53,Tuesday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,adore,positive,72,2020-09-03,19,27,36,Thursday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,worried,negative,12,2021-04-10,5,23,51,Saturday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,dislike,negative,10,2021-01-07,6,5,59,Thursday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,cherish,positive,70,2020-12-30,1,12,56,Wednesday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,positive,65,2020-12-18,21,7,28,Friday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,neutral,35,2021-03-11,16,7,36,Thursday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,worried,negative,12,2021-04-26,1,6,8,Monday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,indifferent,neutral,20,2021-06-07,1,9,21,Monday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,like,positive,50,2020-11-11,8,34,43,Wednesday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,heart,positive,60,2020-11-02,21,1,14,Monday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,positive,65,2020-07-20,11,42,44,Monday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,positive,65,2021-01-27,20,2,37,Wednesday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,negative,5,2021-05-28,9,40,36,Friday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,positive,65,2021-04-15,7,21,9,Thursday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,super love,positive,75,2021-04-28,14,2,52,Wednesday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,cherish,positive,70,2020-06-23,14,36,15,Tuesday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,like,positive,50,2020-12-05,5,26,31,Saturday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,worried,negative,12,2020-07-05,17,19,6,Sunday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,heart,positive,60,2020-08-29,19,47,58,Saturday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,disgust,negative,0,2020-09-09,17,8,58,Wednesday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,neutral,35,2020-12-16,9,32,10,Wednesday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,indifferent,neutral,20,2021-05-08,11,48,50,Saturday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,positive,65,2021-05-27,10,29,59,Thursday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,interested,positive,30,2021-03-07,0,41,30,Sunday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,super love,positive,75,2021-03-19,19,12,4,Friday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,negative,5,2020-08-30,0,21,5,Sunday
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,scared,negative,15,2020-08-03,6,48,14,Monday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,want,positive,70,2021-01-04,4,26,33,Monday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,indifferent,neutral,20,2020-09-29,18,34,59,Tuesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,love,positive,65,2020-11-25,17,42,49,Wednesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,negative,5,2020-07-22,15,44,42,Wednesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,disgust,negative,0,2020-11-20,19,40,53,Friday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,peeking,neutral,35,2021-04-08,16,5,47,Thursday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,dislike,negative,10,2021-01-30,17,15,22,Saturday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,love,positive,65,2020-08-05,9,16,48,Wednesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,heart,positive,60,2021-05-06,8,40,39,Thursday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,negative,5,2020-07-12,11,54,49,Sunday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,super love,positive,75,2020-09-18,14,12,21,Friday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,want,positive,70,2021-03-09,9,3,43,Tuesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,scared,negative,15,2021-05-24,13,30,36,Monday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,negative,12,2020-10-31,3,3,48,Saturday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,intrigued,positive,45,2020-07-30,9,59,59,Thursday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,scared,negative,15,2021-04-27,11,29,50,Tuesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,peeking,neutral,35,2020-09-15,16,41,9,Tuesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,negative,12,2021-02-01,14,25,15,Monday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,disgust,negative,0,2020-12-23,3,39,58,Wednesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,super love,positive,75,2020-09-07,0,0,53,Monday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,interested,positive,30,2020-09-09,19,59,1,Wednesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,interested,positive,30,2021-03-17,5,18,47,Wednesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,love,positive,65,2020-10-25,0,37,8,Sunday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,cherish,positive,70,2021-01-22,1,43,35,Friday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,indifferent,neutral,20,2020-11-27,13,2,44,Friday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,super love,positive,75,2020-09-10,21,20,13,Thursday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,super love,positive,75,2021-05-16,4,22,16,Sunday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,negative,12,2021-01-03,22,37,20,Sunday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,want,positive,70,2020-10-08,9,46,10,Thursday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,cherish,positive,70,2020-08-22,11,31,5,Saturday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,heart,positive,60,2021-05-22,0,6,47,Saturday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,dislike,negative,10,2020-09-11,10,49,23,Friday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,intrigued,positive,45,2020-12-26,2,36,35,Saturday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,negative,12,2020-11-19,19,3,9,Thursday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,peeking,neutral,35,2021-03-14,19,9,53,Sunday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,love,positive,65,2021-02-12,0,41,1,Friday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,intrigued,positive,45,2020-10-07,19,43,23,Wednesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,disgust,negative,0,2021-04-02,23,58,39,Friday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,peeking,neutral,35,2020-09-13,3,12,45,Sunday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,like,positive,50,2021-02-21,14,1,25,Sunday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,negative,5,2021-04-02,8,0,3,Friday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,dislike,negative,10,2020-11-11,22,16,15,Wednesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,cherish,positive,70,2021-05-19,0,24,49,Wednesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,negative,5,2021-05-18,8,2,17,Tuesday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,negative,5,2020-12-13,23,45,58,Sunday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,adore,positive,72,2020-10-12,8,51,21,Monday
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,negative,12,2021-03-08,8,54,27,Monday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,interested,positive,30,2021-04-04,15,29,12,Sunday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,disgust,negative,0,2020-08-25,15,24,27,Tuesday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,like,positive,50,2020-08-16,18,35,2,Sunday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,want,positive,70,2020-10-11,14,49,11,Sunday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,worried,negative,12,2020-10-18,18,10,40,Sunday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,worried,negative,12,2021-03-13,7,48,34,Saturday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,disgust,negative,0,2020-08-15,10,39,31,Saturday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,like,positive,50,2021-02-09,21,34,6,Tuesday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,cherish,positive,70,2021-06-04,4,48,35,Friday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,scared,negative,15,2021-04-13,2,34,5,Tuesday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,indifferent,neutral,20,2020-06-19,6,42,52,Friday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,intrigued,positive,45,2021-05-28,1,2,13,Friday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,like,positive,50,2021-01-13,8,24,52,Wednesday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,dislike,negative,10,2020-11-14,20,26,6,Saturday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,peeking,neutral,35,2020-09-14,3,8,16,Monday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,adore,positive,72,2021-06-08,13,35,34,Tuesday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,heart,positive,60,2020-12-04,21,0,36,Friday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,heart,positive,60,2020-07-25,23,28,40,Saturday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,super love,positive,75,2021-03-24,9,27,40,Wednesday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,worried,negative,12,2020-10-17,11,54,17,Saturday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,adore,positive,72,2021-03-26,16,11,7,Friday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,adore,positive,72,2021-03-05,18,7,31,Friday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,heart,positive,60,2020-07-11,13,7,47,Saturday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,cherish,positive,70,2020-10-29,7,5,35,Thursday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,want,positive,70,2021-02-05,22,26,46,Friday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,hate,negative,5,2021-06-14,9,29,10,Monday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,like,positive,50,2020-11-30,8,6,47,Monday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,want,positive,70,2020-06-20,12,43,51,Saturday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,want,positive,70,2021-02-06,4,41,31,Saturday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,interested,positive,30,2020-07-27,8,31,32,Monday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,scared,negative,15,2020-07-09,3,53,40,Thursday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,love,positive,65,2020-07-02,18,53,0,Thursday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,cherish,positive,70,2021-06-17,23,11,45,Thursday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,peeking,neutral,35,2021-02-18,11,59,6,Thursday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,dislike,negative,10,2020-07-04,15,38,41,Saturday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,super love,positive,75,2020-12-12,3,40,53,Saturday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,scared,negative,15,2021-03-07,17,1,27,Sunday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,peeking,neutral,35,2020-11-18,13,46,24,Wednesday
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,want,positive,70,2020-08-18,16,48,9,Tuesday
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,want,positive,70,2021-06-05,18,1,53,Saturday
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,like,positive,50,2020-08-08,23,46,10,Saturday
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,heart,positive,60,2021-06-14,2,15,35,Monday
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,hate,negative,5,2021-03-12,1,26,17,Friday
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,super love,positive,75,2021-03-18,9,26,45,Thursday
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,hate,negative,5,2021-05-06,1,34,54,Thursday
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,intrigued,positive,45,2020-11-01,23,23,8,Sunday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,worried,negative,12,2020-06-28,15,26,25,Sunday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,interested,positive,30,2021-05-11,3,32,49,Tuesday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,want,positive,70,2021-03-29,19,19,36,Monday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,love,positive,65,2021-06-06,12,3,6,Sunday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,indifferent,neutral,20,2020-08-31,11,48,40,Monday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,scared,negative,15,2020-10-21,13,20,17,Wednesday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,cherish,positive,70,2020-09-26,1,39,37,Saturday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,intrigued,positive,45,2021-01-02,18,34,28,Saturday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,scared,negative,15,2021-01-23,14,17,56,Saturday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,cherish,positive,70,2020-10-17,21,3,39,Saturday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,want,positive,70,2021-01-27,13,29,38,Wednesday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,want,positive,70,2020-06-18,16,46,1,Thursday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,scared,negative,15,2020-10-11,21,49,10,Sunday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,worried,negative,12,2020-10-18,9,8,45,Sunday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,adore,positive,72,2021-05-23,20,7,51,Sunday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,dislike,negative,10,2020-09-21,7,20,55,Monday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,intrigued,positive,45,2020-07-13,14,59,26,Monday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,disgust,negative,0,2020-09-11,14,39,26,Friday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,interested,positive,30,2021-01-15,1,8,10,Friday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,indifferent,neutral,20,2020-11-04,12,40,41,Wednesday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,indifferent,neutral,20,2020-10-30,13,21,46,Friday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,intrigued,positive,45,2020-11-10,15,43,45,Tuesday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,indifferent,neutral,20,2020-11-10,2,5,16,Tuesday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,heart,positive,60,2021-04-01,16,18,54,Thursday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,want,positive,70,2021-05-31,2,6,24,Monday
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,disgust,negative,0,2020-09-16,22,47,19,Wednesday
